step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,orig_bal_diff,dest_bal_diff,orig_ratio,dest_ratio
5,TRANSFER,10119.47,C1775746074,10119.47,0.0,C746009679,0.0,0.0,1,10119.47,0.0,0.0,0.0
5,CASH_OUT,10119.47,C213063852,10119.47,0.0,C922511709,0.0,10119.47,1,10119.47,-10119.47,0.0,1011946999999.9999
6,TRANSFER,33332.86,C2025652936,33332.86,0.0,C1662235713,0.0,0.0,1,33332.86,0.0,0.0,0.0
6,CASH_OUT,33332.86,C685428529,33332.86,0.0,C1626759869,31002.0,0.0,1,33332.86,31002.0,0.0,0.0
6,TRANSFER,25975.86,C864622150,25975.86,0.0,C41792607,0.0,0.0,1,25975.86,0.0,0.0,0.0
6,CASH_OUT,25975.86,C1004271827,25975.86,0.0,C451934410,98152.0,28041.27,1,25975.86,70110.73,0.0,0.2856922935854302
6,TRANSFER,26768.5,C457596841,26768.5,0.0,C1956477953,0.0,0.0,1,26768.5,0.0,0.0,0.0
6,CASH_OUT,26768.5,C682812632,26768.5,0.0,C256417920,101976.0,128744.5,1,26768.5,-26768.5,0.0,1.262498038754093
6,TRANSFER,30521.02,C903383636,30521.02,0.0,C904300960,0.0,0.0,1,30521.02,0.0,0.0,0.0
6,CASH_OUT,30521.02,C1813769162,30521.02,0.0,C1249547869,0.0,30521.02,1,30521.02,-30521.02,0.0,3052102000000.0
6,TRANSFER,216422.0,C666642000,216422.0,0.0,C1315078366,0.0,0.0,1,216422.0,0.0,0.0,0.0
6,CASH_OUT,216422.0,C1547714604,216422.0,0.0,C7881234,10097.0,48630.5,1,216422.0,-38533.5,0.0,4.816331583633934
6,TRANSFER,17320.91,C788790720,17320.91,0.0,C1589547066,0.0,0.0,1,17320.91,0.0,0.0,0.0
6,CASH_OUT,17320.91,C436661284,17320.91,0.0,C522173599,6244.44,0.0,1,17320.91,6244.44,0.0,0.0
6,TRANSFER,17246.0,C1034673425,17246.0,0.0,C1379589736,0.0,101717.84,1,17246.0,-101717.84,0.0,10171784000000.0
6,CASH_OUT,17246.0,C1484518113,17246.0,0.0,C978609035,0.0,17246.0,1,17246.0,-17246.0,0.0,1724600000000.0
6,TRANSFER,10565.0,C777407608,10565.0,0.0,C1790657739,0.0,0.0,1,10565.0,0.0,0.0,0.0
6,CASH_OUT,10565.0,C1191732945,10565.0,0.0,C418964192,36275.0,24380.72,1,10565.0,11894.279999999999,0.0,0.6721080634043634
6,TRANSFER,10224.0,C365589282,10224.0,0.0,C908043384,0.0,0.0,1,10224.0,0.0,0.0,0.0
6,CASH_OUT,10224.0,C1284098442,10224.0,0.0,C801412408,0.0,10224.0,1,10224.0,-10224.0,0.0,1022400000000.0
6,TRANSFER,85354.69,C558400671,85354.69,0.0,C527482085,0.0,0.0,1,85354.69,0.0,0.0,0.0
6,CASH_OUT,85354.69,C158801009,85354.69,0.0,C382431057,11170.0,10612.55,1,85354.69,557.4500000000007,0.0,0.9500940017896596
6,TRANSFER,13704.0,C1735554279,13704.0,0.0,C12793273,0.0,1658746.09,1,13704.0,-1658746.09,0.0,165874609000000.0
6,CASH_OUT,13704.0,C1421965867,13704.0,0.0,C1438594533,3382.84,143675.35,1,13704.0,-140292.51,0.0,42.471813623929975
7,TRANSFER,262434.54,C2101686389,262434.54,0.0,C612008977,0.0,0.0,1,262434.54,0.0,0.0,0.0
7,CASH_OUT,262434.54,C383717053,262434.54,0.0,C380242442,19525.79,438233.86,1,262434.54,-418708.07,0.0,22.44384785454394
7,TRANSFER,21729.0,C1686905633,21729.0,0.0,C824421402,0.0,0.0,1,21729.0,0.0,0.0,0.0
7,CASH_OUT,21729.0,C693427358,21729.0,0.0,C1101441872,27335.0,0.0,1,21729.0,27335.0,0.0,0.0
7,TRANSFER,5460002.91,C666654362,5460002.91,0.0,C1726301214,0.0,0.0,1,5460002.91,0.0,0.0,0.0
7,CASH_OUT,5460002.91,C1588880909,5460002.91,0.0,C1570256460,0.0,9281535.44,1,5460002.91,-9281535.44,0.0,928153543999999.9
7,TRANSFER,164.0,C1455969984,164.0,0.0,C2119910556,0.0,0.0,1,164.0,0.0,0.0,0.0
7,CASH_OUT,164.0,C1173659886,164.0,0.0,C1769947269,4068.0,0.0,1,164.0,4068.0,0.0,0.0
7,TRANSFER,21571.0,C786114805,21571.0,0.0,C1666314150,0.0,0.0,1,21571.0,0.0,0.0,0.0
7,CASH_OUT,21571.0,C452475723,21571.0,0.0,C2089016471,30797.41,71140.3,1,21571.0,-40342.89,0.0,2.3099442453107875
7,TRANSFER,441445.58,C1023505879,441445.58,0.0,C847761155,0.0,0.0,1,441445.58,0.0,0.0,0.0
7,CASH_OUT,441445.58,C398085606,441445.58,0.0,C2072030256,98993.5,0.0,1,441445.58,98993.5,0.0,0.0
8,CASH_OUT,181728.11,C2102265902,0.0,0.0,C789014007,11397.0,184477.77,1,0.0,-173080.77,0.0,16.186520136863923
8,TRANSFER,222.0,C1961506277,222.0,0.0,C378841819,0.0,267095.19,1,222.0,-267095.19,0.0,26709519000000.0
8,CASH_OUT,222.0,C1737727444,222.0,0.0,C588779235,24708.0,171647.35,1,222.0,-146939.35,0.0,6.947035373155679
8,TRANSFER,1996.17,C1198040187,1996.17,0.0,C1828047633,0.0,0.0,1,1996.17,0.0,0.0,0.0
8,CASH_OUT,1996.17,C858959216,1996.17,0.0,C864078397,2559.74,4555.92,1,1996.17,-1996.1800000000003,0.0,1.7798370146898521
8,TRANSFER,1078013.76,C1026280121,0.0,0.0,C277510102,0.0,970749.68,1,0.0,-970749.68,0.0,97074968000000.0
8,TRANSFER,89631.24,C74534388,89631.24,0.0,C1748042844,0.0,0.0,1,89631.24,0.0,0.0,0.0
8,CASH_OUT,89631.24,C1938531779,89631.24,0.0,C2048578791,21175.0,0.0,1,89631.24,21175.0,0.0,0.0
8,TRANSFER,29707.86,C1825456600,29707.86,0.0,C570409417,0.0,0.0,1,29707.86,0.0,0.0,0.0
8,CASH_OUT,29707.86,C515973302,29707.86,0.0,C170071280,10935.0,0.0,1,29707.86,10935.0,0.0,0.0
8,TRANSFER,43092.0,C1683174795,43092.0,0.0,C427998326,0.0,0.0,1,43092.0,0.0,0.0,0.0
8,CASH_OUT,43092.0,C1395071924,43092.0,0.0,C79685693,660641.74,1158662.9,1,43092.0,-498021.1599999999,0.0,1.7538445269897454
9,TRANSFER,556218.01,C1769581889,556218.01,0.0,C217441120,0.0,0.0,1,556218.01,0.0,0.0,0.0
9,CASH_OUT,556218.01,C589143360,556218.01,0.0,C1992550266,0.0,582265.81,1,556218.01,-582265.81,0.0,58226581000000.01
9,TRANSFER,11308.0,C299933576,11308.0,0.0,C1060999444,0.0,0.0,1,11308.0,0.0,0.0,0.0
9,CASH_OUT,11308.0,C921533797,11308.0,0.0,C424669538,0.0,302550.56,1,11308.0,-302550.56,0.0,30255056000000.0
9,TRANSFER,350705.74,C1452168793,350705.74,0.0,C399194578,0.0,1184633.07,1,350705.74,-1184633.07,0.0,118463307000000.0
9,CASH_OUT,350705.74,C58527359,350705.74,0.0,C582901057,894760.68,1794033.65,1,350705.74,-899272.9699999999,0.0,2.005043013289296
9,TRANSFER,2539898.07,C394488466,2539898.07,0.0,C575638324,0.0,261290.69,1,2539898.07,-261290.69,0.0,26129069000000.0
9,CASH_OUT,2539898.07,C728718059,2539898.07,0.0,C1013511446,968.0,1842864.22,1,2539898.07,-1841896.22,0.0,1903.7853512200022
9,TRANSFER,361559.69,C1287719145,361559.69,0.0,C352239275,0.0,141302.12,1,361559.69,-141302.12,0.0,14130212000000.0
9,CASH_OUT,361559.69,C684758020,361559.69,0.0,C1769042905,504667.31,189441.24,1,361559.69,315226.07,0.0,0.37537846467605807
9,TRANSFER,1154353.99,C670587931,1154353.99,0.0,C150406565,0.0,10872.9,1,1154353.99,-10872.9,0.0,1087290000000.0
9,CASH_OUT,1154353.99,C1034219836,1154353.99,0.0,C1195589213,162222.0,1965587.6,1,1154353.99,-1803365.6,0.0,12.116652488564306
9,TRANSFER,21922.0,C102617052,21922.0,0.0,C760675871,0.0,0.0,1,21922.0,0.0,0.0,0.0
9,CASH_OUT,21922.0,C1499032143,21922.0,0.0,C1508330669,1929861.61,2046918.8,1,21922.0,-117057.18999999994,0.0,1.0606557430820074
9,TRANSFER,994453.2,C1121789613,1437370.87,442917.67,C254839817,194812.76,665743.67,1,994453.2000000002,-470930.91000000003,0.30814432047032986,3.417351460961622
9,TRANSFER,1055.0,C666486325,1055.0,0.0,C279565067,0.0,0.0,1,1055.0,0.0,0.0,0.0
9,CASH_OUT,1055.0,C1764109750,1055.0,0.0,C1522743169,75179.0,0.0,1,1055.0,75179.0,0.0,0.0
9,TRANSFER,244068.01,C1087133093,244068.01,0.0,C1855553543,0.0,0.0,1,244068.01,0.0,0.0,0.0
9,CASH_OUT,244068.01,C507466068,244068.01,0.0,C706331499,0.0,338538.16,1,244068.01,-338538.16,0.0,33853815999999.996
10,TRANSFER,59835.0,C1568400442,59835.0,0.0,C1262169546,0.0,0.0,1,59835.0,0.0,0.0,0.0
10,CASH_OUT,59835.0,C1020461364,59835.0,0.0,C2144015041,255480.76,315315.76,1,59835.0,-59835.0,0.0,1.2342055033811064
10,CASH_OUT,277970.88,C489647033,0.0,0.0,C571514738,0.0,277970.88,1,0.0,-277970.88,0.0,27797088000000.0
10,TRANSFER,93810.76,C481501970,93810.76,0.0,C1262577882,0.0,0.0,1,93810.76,0.0,0.0,0.0
10,CASH_OUT,93810.76,C1190429229,93810.76,0.0,C2104652067,4096048.05,4189858.81,1,93810.76,-93810.76000000024,0.0,1.0229027489069593
10,TRANSFER,503405.88,C1446009472,503405.88,0.0,C2010733400,0.0,0.0,1,503405.88,0.0,0.0,0.0
10,CASH_OUT,503405.88,C140359285,503405.88,0.0,C2020337583,29669.0,533074.88,1,503405.88,-503405.88,0.0,17.967403013240094
10,TRANSFER,2662734.59,C1182702586,2662734.59,0.0,C2143409210,0.0,0.0,1,2662734.59,0.0,0.0,0.0
10,CASH_OUT,2662734.59,C813115168,2662734.59,0.0,C401825929,14165.62,2930405.33,1,2662734.59,-2916239.71,0.0,206.86742479312102
10,TRANSFER,9217.19,C184586799,9217.19,0.0,C812377986,0.0,96795.6,1,9217.19,-96795.6,0.0,9679560000000.0
10,CASH_OUT,9217.19,C1105700111,9217.19,0.0,C1767952032,0.0,9217.19,1,9217.19,-9217.19,0.0,921719000000.0
11,TRANSFER,2100.0,C785601242,2100.0,0.0,C1576053316,0.0,0.0,1,2100.0,0.0,0.0,0.0
11,CASH_OUT,2100.0,C169099320,2100.0,0.0,C697156329,112512.48,114612.48,1,2100.0,-2100.0,0.0,1.018664596140711
11,TRANSFER,1933920.8,C1706582969,0.0,0.0,C461905695,1283762.85,3217683.65,1,0.0,-1933920.7999999998,0.0,2.5064470824965643
11,TRANSFER,313418.28,C711446907,313418.28,0.0,C888769567,0.0,97980.88,1,313418.28,-97980.88,0.0,9798088000000.0
11,CASH_OUT,313418.28,C2021456831,313418.28,0.0,C157591472,688164.64,1029922.17,1,313418.28,-341757.53,0.0,1.4966217531897381
11,TRANSFER,12461.0,C2079232448,12461.0,0.0,C585834595,0.0,0.0,1,12461.0,0.0,0.0,0.0
11,CASH_OUT,12461.0,C938980312,12461.0,0.0,C621014131,27964.11,40425.11,1,12461.0,-12461.0,0.0,1.44560688682692
12,TRANSFER,19472.0,C1101705841,19472.0,0.0,C925285469,0.0,0.0,1,19472.0,0.0,0.0,0.0
12,CASH_OUT,19472.0,C1205151454,19472.0,0.0,C664770316,0.0,19472.0,1,19472.0,-19472.0,0.0,1947200000000.0
12,TRANSFER,3964129.99,C576568419,3964129.99,0.0,C1571546632,0.0,0.0,1,3964129.99,0.0,0.0,0.0
12,CASH_OUT,3964129.99,C1098250442,3964129.99,0.0,C1140712423,1912955.54,5811064.07,1,3964129.99,-3898108.5300000003,0.0,3.0377413110186398
12,TRANSFER,1041647.06,C345293642,1041647.06,0.0,C937194908,0.0,0.0,1,1041647.06,0.0,0.0,0.0
12,CASH_OUT,1041647.06,C169939918,1041647.06,0.0,C1673501963,52730.33,1094377.39,1,1041647.06,-1041647.0599999999,0.0,20.754229871115776
12,TRANSFER,2066467.64,C1223631235,2066467.64,0.0,C1281019843,0.0,81209.81,1,2066467.64,-81209.81,0.0,8120981000000.0
12,CASH_OUT,2066467.64,C684252268,2066467.64,0.0,C2027569559,194510.24,3098566.67,1,2066467.64,-2904056.4299999997,0.0,15.930095351277345
12,CASH_OUT,149668.66,C227115333,0.0,0.0,C460735540,44170.11,193838.76,1,0.0,-149668.65000000002,0.0,4.38845997893046
12,TRANSFER,2007.0,C439464764,2007.0,0.0,C562360384,0.0,0.0,1,2007.0,0.0,0.0,0.0
12,CASH_OUT,2007.0,C1331829443,2007.0,0.0,C127509847,129917.8,250910.76,1,2007.0,-120992.96,0.0,1.9313039475728553
12,CASH_OUT,222048.71,C265790428,0.0,0.0,C1700442291,2979.0,225027.71,1,0.0,-222048.71,0.0,75.53800268521135
12,TRANSFER,8677.0,C288028999,8677.0,0.0,C184294001,0.0,0.0,1,8677.0,0.0,0.0,0.0
12,CASH_OUT,8677.0,C343345083,8677.0,0.0,C200064275,225127.62,233804.62,1,8677.0,-8677.0,0.0,1.038542583091269
13,TRANSFER,408.0,C2021466585,408.0,0.0,C1864486913,0.0,226013.18,1,408.0,-226013.18,0.0,22601318000000.0
13,CASH_OUT,408.0,C1894004688,408.0,0.0,C1293978242,898297.85,1075854.14,1,408.0,-177556.28999999992,0.0,1.1976585939730213
13,TRANSFER,48375.02,C920803432,48375.02,0.0,C1767389067,0.0,0.0,1,48375.02,0.0,0.0,0.0
13,CASH_OUT,48375.02,C1894578299,48375.02,0.0,C590035788,374803.26,658520.33,1,48375.02,-283717.06999999995,0.0,1.7569759932183684
13,TRANSFER,4022667.54,C735463888,4022667.54,0.0,C1548348754,0.0,0.0,1,4022667.54,0.0,0.0,0.0
13,CASH_OUT,4022667.54,C79951219,4022667.54,0.0,C1499489682,80136.56,4057191.21,1,4022667.54,-3977054.65,0.0,50.628467331259216
13,CASH_OUT,454859.39,C1274887619,0.0,0.0,C2146670328,0.0,454859.39,1,0.0,-454859.39,0.0,45485939000000.0
13,TRANSFER,1161495.82,C1864459372,1161495.82,0.0,C537531657,0.0,0.0,1,1161495.82,0.0,0.0,0.0
13,CASH_OUT,1161495.82,C165094398,1161495.82,0.0,C1966002811,319036.02,1565123.81,1,1161495.82,-1246087.79,0.0,4.9057902928953006
13,TRANSFER,2686564.04,C364029634,2686564.04,0.0,C2041291172,0.0,0.0,1,2686564.04,0.0,0.0,0.0
13,CASH_OUT,2686564.04,C901331326,2686564.04,0.0,C1662761228,438199.37,3124763.41,1,2686564.04,-2686564.04,0.0,7.130917166768015
13,TRANSFER,6188514.81,C135832352,6188514.81,0.0,C2009346140,0.0,0.0,1,6188514.81,0.0,0.0,0.0
13,CASH_OUT,6188514.81,C686187434,6188514.81,0.0,C1562904239,381607.21,6424681.56,1,6188514.81,-6043074.35,0.0,16.835849511333475
13,TRANSFER,123194.95,C2143112877,79466.45,0.0,C1755380031,535933.16,263908.84,1,79466.45,272024.32,0.0,0.4924286453930096
14,TRANSFER,2093951.47,C1374377088,2093951.47,0.0,C207611232,0.0,0.0,1,2093951.47,0.0,0.0,0.0
14,CASH_OUT,2093951.47,C1440901488,2093951.47,0.0,C166839225,0.0,2093951.47,1,2093951.47,-2093951.47,0.0,209395147000000.0
14,TRANSFER,143032.0,C1960144830,143032.0,0.0,C801162238,0.0,0.0,1,143032.0,0.0,0.0,0.0
14,CASH_OUT,143032.0,C465166521,143032.0,0.0,C487776685,814654.61,1020323.73,1,143032.0,-205669.12,0.0,1.2524617395830946
14,TRANSFER,2927005.15,C2081788795,2927005.15,0.0,C2138456206,0.0,0.0,1,2927005.15,0.0,0.0,0.0
14,CASH_OUT,2927005.15,C2010427735,2927005.15,0.0,C1887744176,0.0,2994420.07,1,2927005.15,-2994420.07,0.0,299442007000000.0
14,TRANSFER,1832319.42,C439830884,1832319.42,0.0,C1133002328,0.0,0.0,1,1832319.42,0.0,0.0,0.0
14,CASH_OUT,1832319.42,C803703656,1832319.42,0.0,C858007309,43962.42,2440139.69,1,1832319.42,-2396177.27,0.0,55.505126651340966
14,TRANSFER,1561891.66,C736093511,1561891.66,0.0,C1224081716,0.0,0.0,1,1561891.66,0.0,0.0,0.0
14,CASH_OUT,1561891.66,C15204463,1561891.66,0.0,C1255502452,3471928.95,6443177.56,1,1561891.66,-2971248.6099999994,0.0,1.8557918819162418
14,TRANSFER,65488.05,C236875489,65488.05,0.0,C528705657,0.0,0.0,1,65488.05,0.0,0.0,0.0
14,CASH_OUT,65488.05,C1137669976,65488.05,0.0,C1526507740,0.0,65488.05,1,65488.05,-65488.05,0.0,6548805000000.0
15,TRANSFER,696763.08,C968403759,696763.08,0.0,C1524019269,0.0,69861.26,1,696763.08,-69861.26,0.0,6986125999999.999
15,CASH_OUT,696763.08,C725915377,696763.08,0.0,C1656726101,366114.58,1347073.81,1,696763.08,-980959.23,0.0,3.679377669143805
15,TRANSFER,119.0,C1995557473,119.0,0.0,C1480876722,0.0,0.0,1,119.0,0.0,0.0,0.0
15,CASH_OUT,119.0,C1584512618,119.0,0.0,C2102058838,4844060.13,4844179.13,1,119.0,-119.0,0.0,1.0000245661690392
15,TRANSFER,128473.62,C1012580160,128473.62,0.0,C540657255,0.0,0.0,1,128473.62,0.0,0.0,0.0
15,CASH_OUT,128473.62,C905234452,128473.62,0.0,C786510892,0.0,128473.62,1,128473.62,-128473.62,0.0,12847362000000.0
15,TRANSFER,248056.41,C1474711983,248056.41,0.0,C1009564356,0.0,0.0,1,248056.41,0.0,0.0,0.0
15,CASH_OUT,248056.41,C1055229266,248056.41,0.0,C1689170857,0.0,201427.47,1,248056.41,-201427.47,0.0,20142747000000.0
15,TRANSFER,164500.81,C1761347420,164500.81,0.0,C383804904,0.0,0.0,1,164500.81,0.0,0.0,0.0
15,CASH_OUT,164500.81,C1689700172,164500.81,0.0,C149696600,685636.21,850137.02,1,164500.81,-164500.81000000006,0.0,1.2399243324677787
15,TRANSFER,212089.74,C378910639,212089.74,0.0,C1881567873,0.0,0.0,1,212089.74,0.0,0.0,0.0
15,CASH_OUT,212089.74,C1970843703,212089.74,0.0,C597280894,257758.48,469848.23,1,212089.74,-212089.74999999997,0.0,1.822823559480882
15,CASH_OUT,95428.32,C947728507,0.0,0.0,C1720721903,0.0,95428.32,1,0.0,-95428.32,0.0,9542832000000.0
15,CASH_OUT,39713.28,C1404885898,0.0,0.0,C1795377601,1274866.51,1314579.79,1,0.0,-39713.28000000003,0.0,1.0311509320297305
15,TRANSFER,170.0,C553034695,170.0,0.0,C26381896,0.0,0.0,1,170.0,0.0,0.0,0.0
15,CASH_OUT,170.0,C1065370362,170.0,0.0,C200064275,413421.36,345764.15,1,170.0,67657.20999999996,0.0,0.8363480541982438
15,TRANSFER,747282.4,C1695793096,747282.4,0.0,C849010584,0.0,0.0,1,747282.4,0.0,0.0,0.0
15,CASH_OUT,747282.4,C842684426,747282.4,0.0,C2025644484,5340917.82,6088200.22,1,747282.4,-747282.3999999994,0.0,1.139916476003742
15,TRANSFER,59385.67,C1275373422,59385.67,0.0,C1704707395,0.0,0.0,1,59385.67,0.0,0.0,0.0
15,CASH_OUT,59385.67,C1765315298,59385.67,0.0,C721356209,74371.0,133756.67,1,59385.67,-59385.67000000001,0.0,1.7985057347619642
16,TRANSFER,2198224.71,C752563135,2198224.71,0.0,C247007952,0.0,0.0,1,2198224.71,0.0,0.0,0.0
16,CASH_OUT,2198224.71,C705981026,2198224.71,0.0,C697783649,0.0,2198224.71,1,2198224.71,-2198224.71,0.0,219822471000000.0
16,TRANSFER,828720.89,C1422357582,828720.89,0.0,C366986030,0.0,0.0,1,828720.89,0.0,0.0,0.0
16,CASH_OUT,828720.89,C1002446735,828720.89,0.0,C185805228,9142622.59,10200000.0,1,828720.89,-1057377.4100000001,0.0,1.115653621222047
16,TRANSFER,2701905.3,C494334546,2701905.3,0.0,C428725863,0.0,0.0,1,2701905.3,0.0,0.0,0.0
16,CASH_OUT,2701905.3,C2140905252,2701905.3,0.0,C970796050,57418.0,2759323.3,1,2701905.3,-2701905.3,0.0,48.05676442926468
16,TRANSFER,31074.0,C457962127,31074.0,0.0,C614104997,0.0,0.0,1,31074.0,0.0,0.0,0.0
16,CASH_OUT,31074.0,C2073757635,31074.0,0.0,C1899325653,0.0,31074.0,1,31074.0,-31074.0,0.0,3107400000000.0
16,TRANSFER,121626.82,C185016231,121626.82,0.0,C1409959,0.0,0.0,1,121626.82,0.0,0.0,0.0
16,CASH_OUT,121626.82,C828364266,121626.82,0.0,C101179743,653744.34,775371.16,1,121626.82,-121626.82000000007,0.0,1.186046459690937
17,TRANSFER,1639676.27,C15998296,1639676.27,0.0,C1652158314,0.0,0.0,1,1639676.27,0.0,0.0,0.0
17,CASH_OUT,1639676.27,C967691562,1639676.27,0.0,C2093967426,448954.92,2198318.48,1,1639676.27,-1749363.56,0.0,4.896523864801283
17,TRANSFER,305627.0,C1711670940,305627.0,0.0,C385061535,0.0,0.0,1,305627.0,0.0,0.0,0.0
17,CASH_OUT,305627.0,C1600031018,305627.0,0.0,C1971951800,7699847.16,8005474.16,1,305627.0,-305627.0,0.0,1.0396926060542726
17,TRANSFER,195351.76,C1420261366,195351.76,0.0,C639808302,0.0,0.0,1,195351.76,0.0,0.0,0.0
17,CASH_OUT,195351.76,C268542581,195351.76,0.0,C504693752,156408.25,265841.0,1,195351.76,-109432.75,0.0,1.6996609833559482
17,CASH_OUT,42062.82,C897869440,340830.43,298767.61,C616721459,398931.35,678419.64,1,42062.82000000001,-279488.29000000004,0.8765872519070296,1.7005924452916097
18,TRANSFER,295664.18,C1726326177,295664.18,0.0,C1540448785,0.0,0.0,1,295664.18,0.0,0.0,0.0
